asset_id,gz2_class
233710.jpg,1
145354.jpg,1
148158.jpg,0
142421.jpg,1
67932.jpg,0
125723.jpg,1
205146.jpg,0
63933.jpg,0
136344.jpg,1
83389.jpg,1
92957.jpg,0
24701.jpg,1
94873.jpg,0
9290.jpg,1
54350.jpg,0
103564.jpg,0
14824.jpg,0
162042.jpg,1
145632.jpg,0
136025.jpg,0
95699.jpg,0
77189.jpg,0
97569.jpg,0
121573.jpg,0
121443.jpg,1
231103.jpg,1
76179.jpg,1
275014.jpg,0
103583.jpg,0
97666.jpg,0
279898.jpg,0
138697.jpg,0
127859.jpg,1
179160.jpg,1
219710.jpg,0
61128.jpg,0
235593.jpg,1
145340.jpg,0
227093.jpg,0
12309.jpg,0
15630.jpg,1
131029.jpg,0
229140.jpg,0
43995.jpg,0
120389.jpg,0
143955.jpg,0
226963.jpg,1
212639.jpg,1
99608.jpg,1
69880.jpg,0
70229.jpg,0
118155.jpg,1
62961.jpg,1
141932.jpg,1
111239.jpg,1
190917.jpg,0
143883.jpg,1
68847.jpg,0
44675.jpg,0
243633.jpg,0
162941.jpg,0
123056.jpg,1
36617.jpg,1
6541.jpg,1
91231.jpg,1
139806.jpg,0
126865.jpg,1
198810.jpg,0
14253.jpg,0
11706.jpg,1
33335.jpg,0
138670.jpg,0
83693.jpg,1
136720.jpg,0
31228.jpg,0
126876.jpg,1
88731.jpg,1
41886.jpg,1
178181.jpg,1
199702.jpg,1
153865.jpg,1
219959.jpg,0
40636.jpg,0
92043.jpg,1
172856.jpg,0
218277.jpg,1
66337.jpg,0
55104.jpg,1
87348.jpg,1
55844.jpg,1
150616.jpg,0
67814.jpg,0
87377.jpg,0
30908.jpg,1
154149.jpg,1
124472.jpg,1
85604.jpg,1
12192.jpg,0
123668.jpg,1
83211.jpg,0
103957.jpg,0
172065.jpg,0
152398.jpg,0
249016.jpg,1
129340.jpg,1
57985.jpg,0
4694.jpg,0
68692.jpg,1
232543.jpg,0
100343.jpg,1
234484.jpg,1
122645.jpg,1
120729.jpg,1
124505.jpg,0
79555.jpg,1
118690.jpg,1
169151.jpg,0
28162.jpg,0
36297.jpg,1
130717.jpg,1
63400.jpg,1
20384.jpg,0
163686.jpg,0
109194.jpg,0
134510.jpg,1
121253.jpg,0
163742.jpg,0
76984.jpg,1
207018.jpg,0
250749.jpg,1
136356.jpg,0
127881.jpg,1
47604.jpg,1
34313.jpg,1
59759.jpg,0
37666.jpg,1
66061.jpg,0
32247.jpg,1
230603.jpg,1
197500.jpg,0
17585.jpg,1
132900.jpg,0
151225.jpg,1
152089.jpg,0
121973.jpg,1
294570.jpg,0
294774.jpg,0
234551.jpg,1
111900.jpg,1
235625.jpg,0
161315.jpg,0
14972.jpg,1
208468.jpg,1
132289.jpg,1
125392.jpg,1
207237.jpg,1
200571.jpg,1
159401.jpg,1
137894.jpg,0
109604.jpg,0
230850.jpg,0
144368.jpg,1
56115.jpg,0
107241.jpg,1
171982.jpg,1
219771.jpg,0
142700.jpg,1
235102.jpg,0
70059.jpg,1
140589.jpg,1
103616.jpg,0
127486.jpg,0
231200.jpg,1
287057.jpg,1
170855.jpg,1
5033.jpg,0
141183.jpg,1
131492.jpg,1
166903.jpg,1
193969.jpg,0
150808.jpg,1
121583.jpg,1
125238.jpg,0
110637.jpg,0
128599.jpg,0
142695.jpg,0
66326.jpg,0
224968.jpg,0
88844.jpg,1
9701.jpg,1
132174.jpg,1
89487.jpg,0
132137.jpg,0
232882.jpg,1
149132.jpg,1
72335.jpg,1
138154.jpg,1
67355.jpg,0
6759.jpg,0
156986.jpg,0
65338.jpg,1
144482.jpg,0
111155.jpg,0
170735.jpg,1
143042.jpg,1
11900.jpg,0
88677.jpg,0
92696.jpg,1
225648.jpg,0
71375.jpg,1
25581.jpg,0
98236.jpg,0
173877.jpg,0
175703.jpg,0
233517.jpg,0
58932.jpg,0
176828.jpg,0
28032.jpg,1
25464.jpg,0
48792.jpg,0
64857.jpg,0
215689.jpg,1
54359.jpg,0
155717.jpg,0
197495.jpg,0
7233.jpg,1
17950.jpg,1
106375.jpg,1
11976.jpg,1
241561.jpg,0
274959.jpg,0
142307.jpg,0
131471.jpg,1
42196.jpg,1
222204.jpg,0
111107.jpg,1
178670.jpg,0
117452.jpg,1
76056.jpg,1
153085.jpg,0
176998.jpg,0
279830.jpg,0
84760.jpg,1
157383.jpg,0
139000.jpg,1
70256.jpg,0
214869.jpg,1
85696.jpg,0
66673.jpg,0
139715.jpg,1
138675.jpg,0
92009.jpg,0
32832.jpg,0
151499.jpg,1
134536.jpg,1
170823.jpg,1
50222.jpg,0
137989.jpg,1
61740.jpg,0
58688.jpg,0
95888.jpg,0
122542.jpg,0
155109.jpg,0
141154.jpg,0
58633.jpg,1
170831.jpg,1
3376.jpg,0
200206.jpg,0
35305.jpg,1
131646.jpg,1
280755.jpg,0
197193.jpg,1
168854.jpg,0
15191.jpg,1
207972.jpg,1
157196.jpg,1
228956.jpg,1
136597.jpg,0
170889.jpg,1
125871.jpg,1
234764.jpg,0
48263.jpg,0
216892.jpg,1
92921.jpg,0
30545.jpg,1
241489.jpg,0
34813.jpg,0
52308.jpg,1
113178.jpg,0
126813.jpg,0
403.jpg,0
279259.jpg,0
23791.jpg,1
11280.jpg,0
75869.jpg,0
145203.jpg,0
253993.jpg,1
223717.jpg,0
112761.jpg,1
156687.jpg,0
126160.jpg,0
225284.jpg,1
285982.jpg,0
60123.jpg,0
24427.jpg,0
244625.jpg,0
217306.jpg,0
121600.jpg,1
68234.jpg,0
198174.jpg,1
143477.jpg,1
44873.jpg,1
18220.jpg,0
81401.jpg,1
215587.jpg,0
156931.jpg,1
9095.jpg,0
177348.jpg,0
216441.jpg,1
14005.jpg,0
234052.jpg,1
32116.jpg,0
143404.jpg,0
68108.jpg,0
228106.jpg,0
80810.jpg,1
48892.jpg,0
280327.jpg,0
134382.jpg,0
95380.jpg,0
96040.jpg,0
150086.jpg,1
208300.jpg,1
69787.jpg,1
169650.jpg,0
150998.jpg,1
131058.jpg,1
161978.jpg,0
77916.jpg,1
7425.jpg,0
41166.jpg,1
221195.jpg,0
244670.jpg,1
209646.jpg,0
38500.jpg,1
255780.jpg,1
71588.jpg,1
138677.jpg,0
232586.jpg,0
85448.jpg,1
69802.jpg,0
205029.jpg,1
119399.jpg,0
149218.jpg,1
127091.jpg,1
111120.jpg,0
247087.jpg,1
282329.jpg,0
99676.jpg,1
241307.jpg,0
127476.jpg,0
275802.jpg,0
85749.jpg,0
167794.jpg,1
128343.jpg,0
132765.jpg,1
226650.jpg,0
264192.jpg,1
152671.jpg,1
141842.jpg,0
187520.jpg,0
65131.jpg,0
172930.jpg,0
294006.jpg,1
44123.jpg,0
42274.jpg,0
63361.jpg,0
109212.jpg,1
237171.jpg,0
71594.jpg,0
174172.jpg,0
19907.jpg,0
265001.jpg,1
150397.jpg,1
93193.jpg,1
148555.jpg,0
47205.jpg,0
140650.jpg,0
169001.jpg,0
245331.jpg,0
157389.jpg,0
107867.jpg,1
23068.jpg,1
226111.jpg,0
244224.jpg,1
100911.jpg,0
209339.jpg,1
206178.jpg,0
229549.jpg,1
96835.jpg,0
92293.jpg,1
101897.jpg,1
211256.jpg,0
99160.jpg,1
152069.jpg,1
121496.jpg,1
122170.jpg,1
145630.jpg,1
143508.jpg,0
226114.jpg,0
156289.jpg,1
228068.jpg,1
49963.jpg,1
217654.jpg,0
71922.jpg,1
228403.jpg,0
251426.jpg,1
212848.jpg,1
188456.jpg,1
219600.jpg,0
65281.jpg,1
99877.jpg,1
187495.jpg,0
95297.jpg,0
229702.jpg,0
144970.jpg,0
193972.jpg,0
76532.jpg,0
214098.jpg,1
87347.jpg,0
93192.jpg,1
139305.jpg,0
35683.jpg,1
122662.jpg,1
32970.jpg,0
3241.jpg,0
127479.jpg,1
32228.jpg,0
122129.jpg,0
121836.jpg,1
273916.jpg,1
221441.jpg,1
143060.jpg,0
178168.jpg,1
112765.jpg,0
83543.jpg,1
173080.jpg,0
148990.jpg,0
122411.jpg,1
157453.jpg,0
66571.jpg,0
207953.jpg,0
243766.jpg,0
130137.jpg,0
131933.jpg,0
23860.jpg,0
230512.jpg,1
260516.jpg,1
35127.jpg,0
26992.jpg,1
151930.jpg,0
98920.jpg,0
62701.jpg,0
118546.jpg,0
242210.jpg,1
136066.jpg,1
65377.jpg,1
240475.jpg,1
142154.jpg,1
143360.jpg,0
48389.jpg,0
208308.jpg,1
85094.jpg,1
217618.jpg,0
253656.jpg,1
63932.jpg,1
17497.jpg,0
55223.jpg,0
151347.jpg,1
242192.jpg,0
138171.jpg,0
16095.jpg,1
107725.jpg,0
201969.jpg,0
92958.jpg,1
166183.jpg,1
79977.jpg,0
35343.jpg,1
127607.jpg,0
55495.jpg,1
179258.jpg,0
176455.jpg,1
69665.jpg,1
191429.jpg,1
249945.jpg,1
65119.jpg,0
106093.jpg,0
179026.jpg,1
83744.jpg,1
135394.jpg,1
94546.jpg,1
239810.jpg,0
129599.jpg,0
103922.jpg,0
124482.jpg,0
69202.jpg,1
241757.jpg,0
69670.jpg,0
110668.jpg,0
191152.jpg,0
188363.jpg,0
194564.jpg,1
148518.jpg,1
116927.jpg,1
121297.jpg,1
231282.jpg,1
138079.jpg,0
141283.jpg,0
99464.jpg,1
151936.jpg,0
77399.jpg,0
149383.jpg,0
91984.jpg,0
137588.jpg,1
161588.jpg,1
88115.jpg,0
178560.jpg,0
87038.jpg,0
32005.jpg,0
82331.jpg,1
230569.jpg,1
107932.jpg,1
16479.jpg,1
4984.jpg,0
67812.jpg,1
30543.jpg,0
107685.jpg,1
177887.jpg,1
87116.jpg,0
69310.jpg,0
67961.jpg,0
101638.jpg,0
227637.jpg,1
161955.jpg,1
132398.jpg,0
93992.jpg,1
150148.jpg,0
8544.jpg,1
54661.jpg,0
67857.jpg,1
171870.jpg,1
122280.jpg,0
97326.jpg,1
206785.jpg,0
27690.jpg,1
207089.jpg,0
126612.jpg,0
49903.jpg,0
144791.jpg,0
61579.jpg,0
171552.jpg,0
284935.jpg,0
24315.jpg,1
172208.jpg,1
140400.jpg,0
236703.jpg,1
64734.jpg,0
174268.jpg,0
85517.jpg,0
286197.jpg,1
13247.jpg,1
288127.jpg,1
57936.jpg,1
3763.jpg,0
150585.jpg,0
181187.jpg,1
76061.jpg,1
19670.jpg,0
91319.jpg,1
149465.jpg,1
223345.jpg,0
98641.jpg,1
36984.jpg,0
175509.jpg,0
172643.jpg,0
217194.jpg,0
44630.jpg,0
138624.jpg,1
142778.jpg,1
184566.jpg,1
289051.jpg,1
140483.jpg,1
232659.jpg,1
38021.jpg,1
71295.jpg,0
64860.jpg,1
206711.jpg,0
22880.jpg,0
142792.jpg,0
32357.jpg,1
201968.jpg,1
150364.jpg,0
215125.jpg,0
110731.jpg,0
128824.jpg,0
113138.jpg,1
162808.jpg,0
69053.jpg,1
89744.jpg,0
285650.jpg,0
116016.jpg,0
70933.jpg,1
170568.jpg,0
94809.jpg,0
176498.jpg,1
47000.jpg,1
27881.jpg,1
83860.jpg,0
99343.jpg,0
169956.jpg,1
127282.jpg,1
21801.jpg,0
110166.jpg,1
133066.jpg,1
114284.jpg,0
37921.jpg,1
52273.jpg,1
148450.jpg,0
218465.jpg,1
31965.jpg,0
43838.jpg,0
233838.jpg,1
188696.jpg,1
217004.jpg,0
99748.jpg,0
258186.jpg,1
208372.jpg,0
155063.jpg,1
140252.jpg,0
170381.jpg,0
257220.jpg,1
130027.jpg,0
142494.jpg,0
92249.jpg,1
206636.jpg,0
135551.jpg,1
162374.jpg,1
85671.jpg,0
16260.jpg,1
46596.jpg,1
116905.jpg,0
255115.jpg,1
134546.jpg,0
143014.jpg,0
131608.jpg,0
206690.jpg,0
27964.jpg,0
64963.jpg,1
110899.jpg,1
49028.jpg,1
41439.jpg,1
224739.jpg,1
74605.jpg,1
77327.jpg,0
200060.jpg,0
48754.jpg,0
216780.jpg,1
7565.jpg,0
19878.jpg,0
134457.jpg,0
2732.jpg,1
228005.jpg,1
180896.jpg,0
181030.jpg,0
7322.jpg,1
46561.jpg,0
140655.jpg,1
153929.jpg,0
88851.jpg,1
189103.jpg,0
237070.jpg,0
85235.jpg,1
3236.jpg,0
189301.jpg,1
17297.jpg,0
89984.jpg,1
229476.jpg,1
88679.jpg,0
223132.jpg,1
77522.jpg,0
95274.jpg,0
140041.jpg,0
70793.jpg,0
173910.jpg,0
145126.jpg,1
158977.jpg,1
152474.jpg,0
71302.jpg,0
81755.jpg,0
216006.jpg,1
36174.jpg,0
136026.jpg,0
123205.jpg,1
199663.jpg,0
164255.jpg,1
187996.jpg,1
19397.jpg,0
128356.jpg,0
284212.jpg,1
17301.jpg,0
31961.jpg,0
101420.jpg,0
153906.jpg,0
139436.jpg,1
31190.jpg,0
164827.jpg,1
102568.jpg,1
80691.jpg,1
270471.jpg,1
240568.jpg,1
214904.jpg,0
218276.jpg,1
11968.jpg,0
216617.jpg,1
112738.jpg,1
123114.jpg,1
48452.jpg,1
132446.jpg,1
117022.jpg,0
110584.jpg,1
157020.jpg,1
200063.jpg,0
198699.jpg,0
19346.jpg,0
133349.jpg,1
204164.jpg,0
242673.jpg,0
179699.jpg,1
198728.jpg,1
122623.jpg,1
172160.jpg,1
54978.jpg,0
187623.jpg,0
137128.jpg,0
216210.jpg,1
44226.jpg,1
35514.jpg,0
107379.jpg,1
70594.jpg,1
173683.jpg,0
6641.jpg,0
186174.jpg,1
41470.jpg,1
200218.jpg,1
102117.jpg,1
101241.jpg,0
59562.jpg,1
201851.jpg,1
162755.jpg,1
213862.jpg,0
172802.jpg,1
16244.jpg,0
86780.jpg,1
142007.jpg,1
153195.jpg,0
225135.jpg,1
126866.jpg,0
233488.jpg,1
255399.jpg,0
212598.jpg,0
9620.jpg,0
130302.jpg,1
75142.jpg,0
6961.jpg,1
26474.jpg,0
267192.jpg,1
69217.jpg,0
173754.jpg,1
102635.jpg,0
215059.jpg,1
275568.jpg,1
138627.jpg,1
52549.jpg,0
12456.jpg,0
244249.jpg,0
100520.jpg,0
50289.jpg,0
95863.jpg,0
117846.jpg,0
181271.jpg,1
36410.jpg,0
88491.jpg,1
150557.jpg,0
99578.jpg,0
58561.jpg,1
56305.jpg,0
230797.jpg,1
71708.jpg,1
173878.jpg,0
238036.jpg,0
9783.jpg,0
218946.jpg,1
282776.jpg,0
101559.jpg,0
92095.jpg,1
11922.jpg,0
50108.jpg,1
28169.jpg,0
170875.jpg,0
74515.jpg,1
216979.jpg,1
97600.jpg,1
282885.jpg,1
59603.jpg,0
134314.jpg,0
49654.jpg,0
36657.jpg,0
76542.jpg,1
21083.jpg,1
133400.jpg,0
230617.jpg,1
66581.jpg,0
244005.jpg,1
74572.jpg,0
98649.jpg,0
181141.jpg,0
64338.jpg,1
124488.jpg,0
44026.jpg,1
32698.jpg,0
177609.jpg,0
175339.jpg,1
155889.jpg,1
121962.jpg,1
138216.jpg,1
277437.jpg,0
104114.jpg,1
196660.jpg,0
263366.jpg,0
10092.jpg,0
204970.jpg,0
186404.jpg,0
88624.jpg,0
200058.jpg,0
30011.jpg,1
7606.jpg,0
56701.jpg,0
230626.jpg,0
193545.jpg,0
184431.jpg,1
88265.jpg,0
94830.jpg,1
167005.jpg,0
92431.jpg,1
30188.jpg,0
58752.jpg,0
268641.jpg,1
287319.jpg,0
242460.jpg,1
291131.jpg,0
241556.jpg,0
23512.jpg,0
164233.jpg,1
92086.jpg,1
163378.jpg,1
64645.jpg,0
49347.jpg,0
64445.jpg,0
144966.jpg,1
103302.jpg,0
129147.jpg,1
52058.jpg,1
51790.jpg,1
134080.jpg,1
288824.jpg,0
105952.jpg,0
135767.jpg,0
7384.jpg,0
46995.jpg,0
283813.jpg,1
226739.jpg,1
16212.jpg,0
142584.jpg,0
23124.jpg,1
241687.jpg,0
66598.jpg,1
130332.jpg,0
66394.jpg,0
169560.jpg,1
201284.jpg,0
69319.jpg,0
235211.jpg,1
74958.jpg,1
89596.jpg,0
24442.jpg,0
33192.jpg,1
216994.jpg,1
109694.jpg,0
23740.jpg,1
73889.jpg,0
119870.jpg,0
168502.jpg,1
66197.jpg,1
88961.jpg,0
154111.jpg,1
233157.jpg,0
195656.jpg,1
178837.jpg,1
57941.jpg,1
16701.jpg,0
21475.jpg,1
162762.jpg,0
141450.jpg,1
14287.jpg,1
97124.jpg,0
168841.jpg,0
238049.jpg,0
101353.jpg,0
9307.jpg,0
85059.jpg,1
156643.jpg,0
171523.jpg,0
71800.jpg,1
140188.jpg,1
200260.jpg,1
144696.jpg,0
186357.jpg,0
274735.jpg,1
208426.jpg,1
290657.jpg,1
156926.jpg,0
134494.jpg,1
139136.jpg,1
165075.jpg,0
157535.jpg,0
155068.jpg,1
108934.jpg,0
156846.jpg,0
92672.jpg,0
